提出日,確定状況,編集日,,Idマージ　自動転記,L1-ID,L2-ID,L3-ID,L4-ID,L5-ID,L6-ID,分類 ID,新規追加,新規追加,LV,L1,L2,L3,L4,L5,L6,XA3A移行数,XA3P移行数,画像挿入,自動転記の為入力不要,,英語文字数,K列からの自動転記,,,,,,,,,,,,,,,,,,,分類属性No1,,,分類属性No2,,,分類属性No3,,,分類属性No4,,,分類属性No5,,,分類属性No6,,,分類属性No7,,,分類属性No8,,,分類属性No9,,,分類属性No10,,,分類属性No11,,,分類属性　TOP,,,,,,,
NSSOL提出日,確定状況,確定日,品名タイプ,並べ替え用ID,L1-ID,L2-ID,L3-ID,L4-ID,L5-ID,L6-ID,PLM ID,品名ID,語彙マスタID,Lv,L1-J,L2-J,L3-J,L4-J,L5-J,L6-J,XA3A移行数,XA3P移行数,アイコン画像,最下層名称　日本語（Japanese）,最下層名称　マスタ（master),英B数,内部名,DFK辞典,分類ツリー　英語（US)　English United States,分類ツリー　英語(UK)　English United Kingdom,分類ツリー　韓国語　Korean,分類ツリー 中国語簡体　Chinese China,分類ツリー 中国語繁体　Chinese Taiwan,GL勘定コード,分類/品名,部品分類,規格化対象,ケーブルASSYの有無,納品WTP,品目WTP,名称分類,品名説明,具体的な製品の用途例,品名及び分類属性に対しての懸念,主な部品メーカー,ID-1,分類属性-1,分類属性値-1,ID-2,分類属性-2,分類属性値-2,ID-3,分類属性-3,分類属性値-3,ID-4,分類属性-4,分類属性値-4,ID-5,分類属性-5,分類属性値-5,ID-6,分類属性-6,分類属性値-6,ID-7,分類属性-7,分類属性値-7,ID-8,分類属性-8,分類属性値-8,ID-9,分類属性-9,分類属性値-9,ID-10,分類属性-10,分類属性値-10,ID-11,分類属性-11,分類属性値-11,ID-TOP,分類属性-TOP,分類属性値-TOP,付与ID,言語種類,最下層名称の読み方　カタカナ,日本語頭文字,略語の正式名称
2022/5/13,登録しない,5/13,品名推奨LIST,005_117_002_004_004,005,117,002,004,004,,823,R823,SV,5,電気制御部品,制御装置,産業用ネットワーク,EtherCAT,EtherCAT DOターミナル,,,,,EtherCAT DOターミナル,EtherCAT_DO_TERMINAL,20,0823,DFK辞典なし,,,EtherCAT_DO_TERMINAL,,,,品名推奨LIST,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,ETHERCATネットワークに使用する出力用のユニット,,,,481,DO点数,"１～７,８～１５,１６～２３,２４～３１,３２～３９,４０～４７,４８～５５,５６～６３,６４～７１,７２～７９,８０以上",409,出力デバイス回路仕様,"NPN,PNP,接点",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",819,カタカナ+英語+スペース,EtherCAT DOターミナル,E,
2022/5/13,登録しない,5/13,品名推奨LIST,005_117_002_004_005,005,117,002,004,005,,824,R824,SV,5,電気制御部品,制御装置,産業用ネットワーク,EtherCAT,EtherCAT DIターミナル,,,,,EtherCAT DIターミナル,EtherCAT_DI_TERMINAL,20,0824,DFK辞典なし,,,EtherCAT_DI_TERMINAL,,,,品名推奨LIST,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,ETHERCATネットワークに使用する入力用のユニット,,,,480,DI点数,"１～７,８～１５,１６～２３,２４～３１,３２～３９,４０～４７,４８～５５,５６～６３,６４～７１,７２～７９,８０以上",408,入力デバイス回路仕様,"NPN,PNP,アナログ",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",819,カタカナ+英語+スペース,EtherCAT DIターミナル,E,
2022/5/13,再確定,5/13,品名任意,005_117_002_005,005,117,002,005,,,814,814,SV,4,電気制御部品,制御装置,産業用ネットワーク,IO-Link,,,11,,,IO-Link,IO-Link,7,0814,DFK辞典なし,,,IO-Link,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",814,英語+ハイフン,IO-Link,I,
2022/5/13,登録しない,5/13,品名推奨LIST,005_117_002_005_001,005,117,002,005,001,,186,R186,SV,5,電気制御部品,制御装置,産業用ネットワーク,IO-Link,IO-Link端子台,,,,,IO-Link端子台,IO-Link_TERMINAL_BLOCK,22,0186,DFK辞典なし,,,IO-Link_TERMINAL_BLOCK,,,,品名推奨LIST,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",814,漢字+英語+ハイフン,IO-Linkタンシダイ,I,
2022/5/13,登録しない,5/13,品名推奨LIST,005_117_002_005_002,005,117,002,005,002,,187,R187,SV,5,電気制御部品,制御装置,産業用ネットワーク,IO-Link,IO-Linkモジュール,,,,,IO-Linkモジュール,IO-Link_MODULE,14,0187,DFK辞典なし,,,IO-Link_MODULE,,,,品名推奨LIST,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,,,,,481,DO点数,"１～７,８～１５,１６～２３,２４～３１,３２～３９,４０～４７,４８～５５,５６～６３,６４～７１,７２～７９,８０以上",480,DI点数,"１～７,８～１５,１６～２３,２４～３１,３２～３９,４０～４７,４８～５５,５６～６３,６４～７１,７２～７９,８０以上",409,出力デバイス回路仕様,"NPN,PNP,接点",408,入力デバイス回路仕様,"NPN,PNP,アナログ",,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",814,カタカナ+英語+ハイフン,IO-Linkモジュール,I,
2022/5/13,再確定,5/13,品名任意,005_117_002_006,005,117,002,006,,,460,460,SV,4,電気制御部品,制御装置,産業用ネットワーク,S-LINK,,,12,,,S-LINK,S-LINK_PARTS,12,0460,DFK辞典なし,,,S-LINK_PARTS,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,,メーカ用語,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",460,英語+ハイフン,S-LINK,S,
2022/5/13,登録しない,5/13,品名推奨LIST,005_117_002_006_001,005,117,002,006,001,,461,R461,SV,5,電気制御部品,制御装置,産業用ネットワーク,S-LINK,S-LINK エンドユニット,,,,,S-LINK エンドユニット,S-LINK_END_UNIT,15,0461,DFK辞典なし,,,S-LINK_END_UNIT,,,,品名推奨LIST,カタログ購入品,コンテンツセンタ登録なし,,,,メーカ用語,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",460,カタカナ+英語+ハイフン+スペース,S-LINK エンドユニット,S,
2022/5/13,登録しない,5/13,品名推奨LIST,005_117_002_006_002,005,117,002,006,002,,462,R462,SV,5,電気制御部品,制御装置,産業用ネットワーク,S-LINK,S-LINK ゲートウェイ,,,,,S-LINK ゲートウェイ,S-LINK_GATEWAY,14,0462,DFK辞典なし,,,S-LINK_GATEWAY,,,,品名推奨LIST,カタログ購入品,コンテンツセンタ登録なし,,,,メーカ用語,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",460,カタカナ+英語+ハイフン+スペース,S-LINK ゲートウェイ,S,
2022/5/13,登録しない,5/13,品名推奨LIST,005_117_002_006_003,005,117,002,006,003,,463,R463,SV,5,電気制御部品,制御装置,産業用ネットワーク,S-LINK,S-LINK 出力ユニット,,,,,S-LINK 出力ユニット,S-LINK_OUTPUT_UNIT,18,0463,DFK辞典なし,,,S-LINK_OUTPUT_UNIT,,,,品名推奨LIST,カタログ購入品,コンテンツセンタ登録なし,,,,メーカ用語,S-LINKネットワークに使用する出力用のユニット,,,,481,DO点数,"１～７,８～１５,１６～２３,２４～３１,３２～３９,４０～４７,４８～５５,５６～６３,６４～７１,７２～７９,８０以上",409,出力デバイス回路仕様,"NPN,PNP,接点",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",460,漢字+カタカナ+英語+ハイフン+スペース,S-LINK シュツリョクユニット,S,
2022/5/13,登録しない,5/13,品名推奨LIST,005_117_002_006_004,005,117,002,006,004,,464,R464,SV,5,電気制御部品,制御装置,産業用ネットワーク,S-LINK,S-LINK 入力ユニット,,,,,S-LINK 入力ユニット,S-LINK_INPUT_UNIT,17,0464,DFK辞典なし,,,S-LINK_INPUT_UNIT,,,,品名推奨LIST,カタログ購入品,コンテンツセンタ登録なし,,,,メーカ用語,S-LINKネットワークに使用する入力用のユニット,,,,480,DI点数,"１～７,８～１５,１６～２３,２４～３１,３２～３９,４０～４７,４８～５５,５６～６３,６４～７１,７２～７９,８０以上",408,入力デバイス回路仕様,"NPN,PNP,アナログ",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",460,漢字+カタカナ+英語+ハイフン+スペース,S-LINK ニュウリョクユニット,S,
2022/5/13,登録しない,5/13,品名推奨LIST,005_117_002_006_005,005,117,002,006,005,,465,R465,SV,5,電気制御部品,制御装置,産業用ネットワーク,S-LINK,S-LINK 肺専用フラットケーブル,,,,,S-LINK 肺専用フラットケーブル,FLAT_CABLE_FOR_S-LINK_WIRING,28,0465,DFK辞典なし,,,FLAT_CABLE_FOR_S-LINK_WIRING,,,,品名推奨LIST,カタログ購入品,コンテンツセンタ登録なし,,,,メーカ用語,S-LINKネットワークに使用する配線用のケーブル。電源線に信号を重畳して使用する。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",460,漢字+カタカナ+英語+ハイフン+スペース,S-LINK ハイセンヨウフラットケーブル,S,
2022/4/22,再確定,4/22,品名任意,005_117_002_007,005,117,002,007,,,396,396,SV,4,電気制御部品,制御装置,産業用ネットワーク,ANYWIRE,,,,,,ANYWIRE,ANYWIRE,7,0396,DFK辞典なし,,,ANYWIRE,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,省配線システム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",396,英語のみ,ANYWIRE,A,
2022/5/12,登録しない,5/12,品名推奨LIST,005_117_002_007_001,005,117,002,007,001,,397,R397,SV,5,電気制御部品,制御装置,産業用ネットワーク,ANYWIRE,ANYWIRE ターミネータ,,,,,ANYWIRE ターミネータ,ANYWIRE_TERMINATOR,18,0397,DFK辞典なし,,,ANYWIRE_TERMINATOR,,,,品名推奨LIST,,コンテンツセンタ登録なし,,,,一般用語,ANYWIRE幹線の末端に接続する機器。信号波形を整形する機能がある。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",396,カタカナ+英語+スペース,ANYWIRE ターミネータ,A,
2022/4/23,登録しない,4/22,品名推奨LIST,005_117_002_007_002,005,117,002,007,002,,398,R398,SV,5,電気制御部品,制御装置,産業用ネットワーク,ANYWIRE,BITTY デジタルIOターミナル,,,,,BITTY デジタルIOターミナル,BITTY_DIGITAL_IO_TERMINAL,25,0398,DFK辞典なし,,,BITTY_DIGITAL_IO_TERMINAL,,,,品名推奨LIST,,コンテンツセンタ登録なし,,,,一般用語,ANYWIRE BITTYシステムの入出力ユニット,,,,480,DI点数,"１～７,８～１５,１６～２３,２４～３１,３２～３９,４０～４７,４８～５５,５６～６３,６４～７１,７２～７９,８０以上",408,入力デバイス回路仕様,"NPN,PNP,アナログ",481,DO点数,"１～７,８～１５,１６～２３,２４～３１,３２～３９,４０～４７,４８～５５,５６～６３,６４～７１,７２～７９,８０以上",409,出力デバイス回路仕様,"NPN,PNP,接点",,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",396,カタカナ+英語+スペース,BITTY デジタルIOターミナル,B,
2022/5/10,登録しない,5/10,品名推奨LIST,005_117_002_007_003,005,117,002,007,003,,399,R399,SV,5,電気制御部品,制御装置,産業用ネットワーク,ANYWIRE,BITTY ブリッジ電源混合ユニット,,,,,BITTY ブリッジ電源混合ユニット,BITTY_BRIDGE_POWER_SUPPLY_SUPERIMPOSING_UNIT,44,0399,DFK辞典なし,,,BITTY_BRIDGE_POWER_SUPPLY_SUPERIMPOSING_UNIT,,,,品名推奨LIST,,コンテンツセンタ登録なし,,,,一般用語,ANYWIRE BITTYシステムの入出力ユニットに電源供給機能を付加したユニット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",396,漢字+カタカナ+英語+スペース,BITTY ブリッジデンゲンコンゴウユニット,B,
2022/5/12,登録しない,5/12,品名推奨LIST,005_117_002_007_004,005,117,002,007,004,,400,R400,SV,5,電気制御部品,制御装置,産業用ネットワーク,ANYWIRE,BITTY 取付アダプタ,,,,,BITTY 取付アダプタ,BITTY_MOUNTING_ADAPTER,22,0400,DFK辞典なし,,,BITTY_MOUNTING_ADAPTER,,,,品名推奨LIST,,コンテンツセンタ登録なし,,,,一般用語,ANYWIRE BITTYシステムに使用するユニットの取付用固定器具,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",396,漢字+カタカナ+英語+スペース,BITTY トリツケアダプタ,B,
2022/4/26,登録しない,4/22,品名推奨LIST,005_117_002_007_005,005,117,002,007,005,,401,R401,SV,5,電気制御部品,制御装置,産業用ネットワーク,ANYWIRE,BITTY 分岐ユニット,,,,,BITTY 分岐ユニット,BITTY_BRANCH_UNIT,17,0401,DFK辞典なし,,,BITTY_BRANCH_UNIT,,,,品名推奨LIST,,コンテンツセンタ登録なし,,,,一般用語,ANYWIREシステムにIOターミナルを接続するためのユニット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",396,漢字+カタカナ+英語+スペース,BITTY ブンキユニット,B,
2022/4/27,登録しない,4/22,品名推奨LIST,005_117_002_007_008,005,117,002,007,008,,404,R404,SV,5,電気制御部品,制御装置,産業用ネットワーク,ANYWIRE,LPコネクタ,,,,,LPコネクタ,LP_CONNECTOR,12,0404,DFK辞典なし,,,LP_CONNECTOR,,,,品名推奨LIST,,コンテンツセンタ登録なし,,,,一般用語,ANYWIREに使用する4線式フラットケーブルに接続できるコネクタ。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",396,カタカナ+英語,LPコネクタ,L,
2022/5/13,再確定,5/13,品名任意,005_117_002_008,005,117,002,008,,,1649,1649,SV,4,電気制御部品,制御装置,産業用ネットワーク,DeviceNet,,,1,,,DeviceNet,DeviceNet,9,1649,DFK辞典なし,,,DeviceNet,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,DEVICENET関連機器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",1649,英語のみ,DeviceNet,D,
2022/4/22,確定,4/22,品名任意,005_117_002_009,005,117,002,009,,,1651,1651,SV,4,電気制御部品,制御装置,産業用ネットワーク,Wi-Fi,,,14,,,Wi-Fi,Wi-Fi,5,1651,DFK辞典なし,,,Wi-Fi,,,,品名,カタログ購入品&DFK仕様有,コンテンツセンタ登録なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",1651,英語+ハイフン,Wi-Fi,W,
2022/4/22,登録しない,4/22,品名推奨LIST,005_117_002_009_001,005,117,002,009,001,,530,R530,SV,5,電気制御部品,制御装置,産業用ネットワーク,Wi-Fi,アンテナ,,,,,アンテナ,ANTENNA,7,0530,アンテナ,,,ANTENNA,,,,品名推奨LIST,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,WIFIやアクセスポイントなどの外部に接続して無線通信の伝送性向上に使用する。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",1651,カタカナのみ,アンテナ,ア,
2022/4/22,登録しない,4/22,品名推奨LIST,005_117_002_009_002,005,117,002,009,002,,473,R473,SV,5,電気制御部品,制御装置,産業用ネットワーク,Wi-Fi,アクセスポイント,,,,,アクセスポイント,ACCESS_POINT,12,0473,アクセスポイント,,,ACCESS_POINT,,,,品名推奨LIST,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,無線LAN端末を相互に接続したり、有線LAN等に接続する無線機の一種。,,,,25,WIFI通信規格1 11a,11a,26,WIFI通信規格2 11b,11b,27,WIFI通信規格3 11g,11g,28,WIFI通信規格4 11n,11n,29,WIFI通信規格5 11ac,WIFI通信規格5 11ac,30,WIFI通信規格6 11ax,11ax,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",1651,カタカナのみ,アクセスポイント,ア,
2022/5/31,再確定,5/31,分類,005_117_002_013,005,117,002,013,,,1650,1650,SV,4,電気制御部品,制御装置,産業用ネットワーク,その他産業用ネットワーク,,,,,,その他産業用ネットワーク,OTHER_INDUSTRIAL_NETWORK_PARTS,30,1650,DFK辞典なし,,,OTHER_INDUSTRIAL_NETWORK_PARTS,,,,分類,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,上記分類に該当しない産業用ネットワーク部品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",,漢字+カタカナ+ひらがな,ソノタサンギョウヨウネットワーク,ソ,
2022/4/22,再確定,5/31,品名任意,005_117_002_013_001,005,117,002,013,001,,472,472,SV,5,電気制御部品,制御装置,産業用ネットワーク,その他産業用ネットワーク,HUB,,29,,,HUB,HUB,3,0472,DFK辞典なし,,,HUB,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,ネットワークケーブル（LANケーブルなど）を接続して中継するための装置。,,,,217,分岐数(ポート),実数値,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",472,英語のみ,HUB,H,
2022/5/31,再確定,5/31,品名任意,005_117_002_013_002,005,117,002,013,002,,1668,1668,SV,5,電気制御部品,制御装置,産業用ネットワーク,その他産業用ネットワーク,通信変換機器,,18,,,通信変換機器,COMMUNICATION_CONVERTER,,1668,DFK辞典なし,,,COMMUNICATION_CONVERTER,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",1668,漢字のみ,ツウシンヘンカンキキ,ツ,
2022/5/26,登録しない,5/26,品名推奨LIST,005_117_002_013_002_001,005,117,002,013,002,001,144,R144,SV,6,電気制御部品,制御装置,産業用ネットワーク,その他産業用ネットワーク,通信変換機器,ETHERNET光変換器,,,,ETHERNET光変換器,ETHERNET_OPTICAL_CONVERTER,26,0144,DFK辞典なし,,,ETHERNET_OPTICAL_CONVERTER,,,,品名推奨LIST,カタログ購入品,コンテンツセンタ登録なし,,,品目,一般用語,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",1668,漢字+英語,ETHERNETヒカリヘンカンキ,E,
2022/5/26,登録しない,5/26,品名推奨LIST,005_117_002_013_002_002,005,117,002,013,002,002,445,R445,SV,6,電気制御部品,制御装置,産業用ネットワーク,その他産業用ネットワーク,通信変換機器,シリアルコンバータ,,,,シリアルコンバータ,SERIAL_CONVERTER,16,0445,DFK辞典なし,,,SERIAL_CONVERTER,,,,品名推奨LIST,,コンテンツセンタ登録なし,,,品目,一般用語,各種規格(RS-232/RS-422/RS-485など)間の信号レベルを変換するための制御ユニット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",1668,カタカナのみ,シリアルコンバータ,シ,
2022/4/4,登録しない,4/4,品名推奨LIST,005_117_002_013_002_003,005,117,002,013,002,003,446,R446,SV,6,電気制御部品,制御装置,産業用ネットワーク,その他産業用ネットワーク,通信変換機器,シリアルデバイスサーバ,,,,シリアルデバイスサーバ,SERIAL_DEVICE_SERVER,20,0446,DFK辞典なし,,,SERIAL_DEVICE_SERVER,,,,品名推奨LIST,,コンテンツセンタ登録なし,,,品目,一般用語,各種規格(RS-232/RS-422/RS-485など）のシリアル通信をPLCに取り込むための制御ユニット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",1668,カタカナのみ,シリアルデバイスサーバ,シ,
2022/4/4,登録しない,4/4,品名推奨LIST,005_117_002_013_002_004,005,117,002,013,002,004,198,R198,SV,6,電気制御部品,制御装置,産業用ネットワーク,その他産業用ネットワーク,通信変換機器,Bluetoothシリアル変換アダプタ,,,,Bluetoothシリアル変換アダプタ,BLUETOOTH_SERIAL_CONVERSION_ADAPTER,35,0198,DFK辞典なし,,,BLUETOOTH_SERIAL_CONVERSION_ADAPTER,,,,品名推奨LIST,,コンテンツセンタ登録なし,,,品目,一般用語,シリアル通信を無線化する,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",1668,漢字+カタカナ+英語,Bluetoothシリアルヘンカンアダプタ,B,
2022/5/26,登録しない,5/26,品名推奨LIST,005_117_002_013_002_005,005,117,002,013,002,005,384,R384,SV,6,電気制御部品,制御装置,産業用ネットワーク,その他産業用ネットワーク,通信変換機器,USB-RS422変換アダプタ,,,,USB-RS422変換アダプタ,USB-RS422_CONVERSION_ADAPTER,28,0384,DFK辞典なし,,,USB-RS422_CONVERSION_ADAPTER,,,,品名推奨LIST,,コンテンツセンタ登録なし,,,品目,一般用語,USB規格の信号とRS422規格の信号を相互に変換して接続するユニットのこと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",1668,漢字+カタカナ+英語+ハイフン+数字,USB-RS422ヘンカンアダプタ,U,
2022/5/26,登録しない,5/26,品名推奨LIST,005_117_002_013_002_006,005,117,002,013,002,006,201,R201,SV,6,電気制御部品,制御装置,産業用ネットワーク,その他産業用ネットワーク,通信変換機器,USB-RS232C変換アダプタ,,,,USB-RS232C変換アダプタ,USB-RS232C_CONVERSION_ADAPTER,29,0201,DFK辞典なし,,,USB-RS232C_CONVERSION_ADAPTER,,,,品名推奨LIST,,コンテンツセンタ登録なし,,,品目,一般用語,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",1668,漢字+カタカナ+英語+ハイフン+数字,USB-RS232Cヘンカンアダプタ,U,
